AMZ,NAME,STATE,NAMESTATE,ST_ABBR,FIPS,2018 SVI,Density,AREA_SQMI,E_TOTPOP,F_THEME1,SPL_THEME1,RPL_THEME1,SPL_THEME2,RPL_THEME2,SPL_THEME3,RPL_THEME3,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,EP_POV,EPL_POV,EP_UNEMP,EPL_UNEMP,EP_MINRTY,EPL_MINRTY,E_TOTPOP, EP_PCI ,EPL_PCI,EP_NOHSDP,EPL_NOHSDP,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,,2014,F_THEME1,SPL_THEME1,RPL_THEME1,SPL_THEME2,RPL_THEME2,SPL_THEME3,RPL_THEME3,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,EP_POV,EPL_POV,EP_UNEMP,EPL_UNEMP,EP_MINRTY,EPL_MINRTY,E_TOTPOP,EP_PCI,EPL_PCI,EP_NOHSDP,EPL_NOHSDP,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,,% Change,F_THEME1,SPL_THEME1,RPL_THEME1,SPL_THEME2,RPL_THEME2,SPL_THEME3,RPL_THEME3,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,EP_POV,EPL_POV,EP_UNEMP,EPL_UNEMP,EP_MINRTY,EPL_MINRTY,E_TOTPOP,EP_PCI,EPL_PCI,EP_NOHSDP,EPL_NOHSDP,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,,Income Segregation,Segregation of Poverty (<p25),Segregation of Affluence (>p75),Fraction Middle Class (between p25 and p75),Gini,Top 1% Income Share,Gini Bottom 99%,Fraction Middle Class (between p25 and p75),Local Tax Rate Per Capita,Local Govt Expenditures Per Capita
amz,Will,ILLINOIS,WillILLINOIS,,17197,,823.92,835.8828932,"688,697",0,0.86,15.57%,1.44,14.17%,1.61,86.09%,1.67,14.65%,5.5825,20.22%,7,0.0497,5.2,0.449,35.8,0.7558,688697,"35,259",0.0854,9.1,0.2744,0.7453,0.0544,0.4457,0.171,0.2582,,,0,0.944,0.1862,1.5298,0.1713,1.6071,0.8593,1.7724,0.1646,5.8532,0.2375,8.2,0.0624,8.9,0.5645,33.8,0.7488,682108,30791,0.0984,9.5,0.2187,0.7574,0.0449,0.5944,0.1713,0.2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105,0.107,0.221,1.977,0.026,1.977,0,20.984,0.80%,-0.094
amz,Boone,KENTUCKY,BooneKENTUCKY,,21015,,524.17,246.2842017,"129,095",0,0.58,7.83%,1.78,31.45%,1.09,56.16%,1.51,9.77%,4.9563,12.77%,7.1,0.0522,4.3,0.2924,11.9,0.3983,129095,"34,433",0.1006,7.2,0.1347,0.9144,0.171,0.2203,0.1108,0.0936,,,0,0.5842,0.0834,1.6753,0.2544,0.9965,0.4916,1.8192,0.1799,5.0751,0.135,8.7,0.0767,6.2,0.2576,10.9,0.3986,123030,29656,0.1238,8.1,0.1261,0.9201,0.1515,0.5447,0.1334,0.0694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072,0.08,0.254,2.059,0.025,2.059,0.2,17.722,1.20%,-0.124
amz,Clark,NEVADA,ClarkNEVADA,,32003,,271.37,7891.647449,"2,141,574",0,2.12,54.59%,1.84,36.39%,1.87,96.08%,2.96,74.43%,8.7915,74.04%,14.1,0.4513,7.2,0.7583,56.5,0.9115,2141574,"29,256",0.292,14.3,0.6189,0.9564,0.1152,0.8873,0.8201,0.185,,,0,2.2213,0.5788,1.8844,0.3903,1.8542,0.9577,2.9914,0.7507,8.9513,0.752,15.7,0.4728,12.1,0.8437,53.5,0.9061,2003613,26040,0.2961,15.8,0.6087,0.9592,0.1344,0.916,0.8112,0.1706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.104,0.105,0.222,3.227,0.02,3.227,0,21.385,0.70%,-0.127
amz,Harris,TEXAS,HarrisTEXAS,,48201,,2699.11,1705.202063,"4,602,523",0,2.19,57.20%,1.86,38.01%,1.95,98.76%,2.69,60.14%,8.6954,72.36%,16.2,0.5962,6.1,0.6032,69.9,0.9659,4602523,"31,901",0.1771,19.1,0.8166,0.9895,0.0971,0.9414,0.5441,0.1165,,,0,2.0914,0.5361,1.866,0.3789,1.9452,0.9869,2.7886,0.6428,8.6912,0.7122,18.4,0.6431,8.2,0.482,67.9,0.964,4269608,28454,0.1649,20.9,0.8013,0.9908,0.0876,0.9475,0.6434,0.1194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.131,0.154,0.206,2.51,0.033,2.51,0,17.163,0.70%,-0.089
amz,Miami-Dade,FLORIDA,Miami-DadeFLORIDA,,12086,,1430.16,1898.751735,"2,715,516",0,2.59,69.36%,1.43,13.88%,1.99,99.68%,3.33,89.88%,9.3421,81.75%,18,0.7045,6.3,0.6376,86.6,0.9904,2715516,"26,838",0.4576,18.5,0.7924,0.9978,0.0484,0.9545,0.9198,0.4126,,,0,2.8287,0.7599,1.5132,0.1633,1.9879,0.9975,3.3868,0.9029,9.7167,0.8497,20.5,0.7561,11.2,0.7905,84.6,0.9901,2600861,23433,0.4932,20.5,0.7889,0.9975,0.0414,0.9452,0.9309,0.4718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amz,San Joaquin,CALIFORNIA,San JoaquinCALIFORNIA,,06077,,525.87,1392.385418,"732,212",0,2.84,76.18%,2.12,59.57%,1.93,98.12%,3.1,80.83%,9.9986,88.92%,15.9,0.5739,8.7,0.8803,67.5,0.9592,732212,"26,145",0.5089,21.1,0.88,0.843,0.1442,0.9694,0.6043,0.5409,,,1,3.0589,0.8214,2.1589,0.616,1.93,0.9819,3.2063,0.8437,10.354,0.9115,19.4,0.7023,15,0.9475,65.1,0.957,701050,22642,0.5616,22.4,0.8475,0.8456,0.1515,0.972,0.6753,0.5619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092,0.098,0.317,3.46,0.02,3.46,6.3,23.474,0.90%,-0.001
amz,Santa Clara,CALIFORNIA,Santa ClaraCALIFORNIA,,06085,,1488.83,1291.085118,"1,922,200",0,0.95,19.33%,0.82,2.55%,1.93,98.15%,2.94,73.10%,6.6401,35.57%,7.9,0.078,4.8,0.3838,68,0.9612,1922200,"52,451",0.0067,11.9,0.4852,0.9825,0.1152,0.9777,0.389,0.4728,,,0,1.163,0.2512,0.9869,0.0385,1.9325,0.9822,2.8434,0.6734,6.9258,0.4005,9.9,0.1245,8.8,0.5521,65.9,0.9592,1841569,42666,0.0111,13.2,0.4753,0.9815,0.1098,0.9729,0.348,0.4311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078,0.095,0.211,3.516,0.025,3.516,6.3,24.217,1.10%,0.105
amz,Fulton,GEORGIA,FultonGEORGIA,,13121,,1940.05,526.7390925,"1,021,902",0,1.41,32.45%,1.35,11.24%,1.69,89.68%,3.14,82.59%,7.5963,52.68%,15.1,0.5229,6.5,0.6697,60.2,0.9303,1021902,"43,707",0.0223,7.9,0.1907,0.994,0.021,0.4817,0.936,0.7103,,,0,1.6221,0.3881,1.4718,0.1455,1.7603,0.9261,3.2693,0.8672,8.1235,0.6141,17.8,0.6039,11.1,0.7813,59.4,0.9341,967100,36827,0.0315,9.3,0.2053,0.9946,0.0178,0.5966,0.9446,0.7157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.195,0.198,4.869,0.042,4.869,0,19.472,2.50%,0.094
amz,Suffolk,MASSACHUSETTS,SuffolkMASSACHUSETTS,,25025,,13593.61,58.245457,"791,766",0,2.16,56.08%,1.04,4.74%,1.88,96.56%,3.7,97.74%,8.7767,73.79%,19.3,0.7592,7,0.7347,55,0.9023,791766,"40,190",0.0385,14.5,0.6316,0.9936,0.0067,0.8456,0.9959,0.8555,,,0,2.1439,0.5587,1.1831,0.0672,1.8762,0.9637,3.6807,0.9685,8.8838,0.7456,21.2,0.78,10.1,0.6902,52.9,0.9013,747928,33522,0.0589,16,0.6148,0.9943,0.0022,0.8271,0.9959,0.8612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,0.076,0.183,5.065,0.031,5.065,0,0,2.30%,0.22
amz,Travis,TEXAS,TravisTEXAS,,48453,,1213.05,991.8480644,"1,203,166",0,1.08,22.77%,0.93,3.53%,1.83,94.84%,2.95,73.86%,6.7916,38.12%,13.1,0.3838,4,0.2455,50.9,0.8844,1203166,"41,049",0.0334,10.9,0.4164,0.992,0.1391,0.8962,0.4225,0.4995,,,0,1.3957,0.3193,1.2254,0.0735,1.8472,0.9532,3.0248,0.7628,7.4932,0.497,17.5,0.5868,6.8,0.3222,49.9,0.8873,1092810,33943,0.0535,12.6,0.4333,0.9924,0.1277,0.908,0.4932,0.5037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154,0.178,0.25,4.073,0.034,4.073,0,16.386,1.10%,0.197
amz,Orange,CALIFORNIA,OrangeCALIFORNIA,,06059,,3991.24,792.7812169,"3,164,182",0,1.41,32.48%,1.04,5.00%,1.9,97.23%,2.64,56.83%,6.9891,41.91%,11.5,0.2803,5.1,0.4303,59,0.9223,3164182,"39,590",0.0439,14.9,0.6517,0.9736,0.1105,0.9831,0.2697,0.3018,,,0,1.4986,0.3528,1.2178,0.0723,1.9013,0.9726,2.6457,0.5606,7.2633,0.4578,12.8,0.2833,8.8,0.5521,57.1,0.9236,3086331,34416,0.0484,16,0.6148,0.9758,0.1035,0.9844,0.2974,0.2846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.104,0.127,0.221,3.027,0.021,3.027,6.3,24.441,0.90%,0.072
amz,Marion,INDIANA,MarionINDIANA,,18097,,2382.49,396.4436166,"944,523",0,2.54,67.93%,2.1,57.02%,1.71,90.80%,2.84,68.39%,9.1878,79.71%,19,0.7452,7.1,0.7481,44,0.8427,944523,"27,251",0.4261,14.3,0.6189,0.9395,0.0608,0.518,0.8787,0.4448,,,0,2.5635,0.681,2.1334,0.5944,1.6829,0.8908,2.9484,0.7319,9.3282,0.7966,21,0.7727,11.2,0.7905,41.4,0.8262,919336,24145,0.4276,15.1,0.5727,0.9449,0.057,0.6211,0.873,0.4524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.11,0.256,2.809,0.027,2.809,0,18.276,1.50%,-0.03
amz,Bienville,LOUISIANA,BienvilleLOUISIANA,,22013,,16.85,811.2803672,"13,668",1,3.07,82.23%,2.98,97.96%,1.08,55.65%,3.47,93.38%,10.5872,94.01%,29.2,0.9659,5.4,0.4876,45.6,0.8529,13668,"20,866",0.8659,17.1,0.7459,0.2216,0.9586,0.7434,0.965,0.5769,,,1,3.2053,0.8586,3.1242,0.9933,0.8628,0.4148,2.9831,0.745,10.1754,0.8981,27.5,0.9354,10.9,0.765,45.5,0.8628,14122,20622,0.7221,20.3,0.7829,0.1165,0.9239,0.4327,0.9446,0.5654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.001,0.28,1.771,0.026,1.771,4,15.702,0.00%,0
amz,Baltimore,MARYLAND,BaltimoreMARYLAND,,24005,,1383.16,598.3575069,"827,625",0,0.9,17.07%,1.56,19.52%,1.62,86.50%,2.72,61.80%,6.7956,38.18%,9.2,0.1392,5.2,0.449,41.9,0.8185,827625,"38,580",0.0519,8.9,0.2607,0.9736,0.0271,0.3703,0.7498,0.5944,,,0,0.765,0.128,1.5788,0.1983,1.5769,0.8443,2.7278,0.6081,6.6485,0.3566,9.1,0.0914,7.4,0.3881,39,0.8036,817720,34701,0.0458,9.8,0.2397,0.9742,0.0274,0.3617,0.7596,0.6049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,0.103,0.205,1.869,0.023,1.869,1,16.935,1.70%,0.046
amz,Manistee,MICHIGAN,ManisteeMICHIGAN,,26101,,45.07,542.3252252,"24,444",0,1.97,49.90%,1.82,34.48%,0.59,27.95%,2.52,50.11%,6.8954,39.97%,12.9,0.3736,7.2,0.7583,10.8,0.3664,24444,"25,778",0.5376,9.4,0.2964,0.39,0.4158,0.155,0.7112,0.8456,,,0,2.3082,0.6078,1.9793,0.4635,0.5912,0.2598,2.7109,0.5985,7.5896,0.5148,17.8,0.6039,12.3,0.8542,10,0.3776,24545,22649,0.5606,10.5,0.2894,0.3871,0.4511,0.3161,0.7189,0.8376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.012,0.477,2.115,0.032,2.115,0,18.187,0.00%,0
amz,Hennepin,MINNESOTA,HennepinMINNESOTA,,27053,,2230.72,553.8474749,"1,235,478",0,0.65,10.00%,0.97,3.88%,1.57,84.18%,3.14,82.20%,6.3274,30.92%,11,0.2497,4.2,0.2745,30.8,0.7007,1235478,"43,976",0.0204,6.8,0.1098,0.9927,0.0099,0.7249,0.9096,0.4995,,,0,0.7482,0.1235,1.0799,0.0484,1.5571,0.8348,3.1114,0.7972,6.4967,0.3321,12.9,0.2919,7,0.3454,29.2,0.6982,1184091,38125,0.0232,7.3,0.0876,0.993,0.0105,0.6711,0.9083,0.5285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.129,0.262,3.479,0.027,3.479,2.5,18.012,2.20%,0.055
amz,Franklin,OHIO,FranklinOHIO,,39049,,2395.38,532.4132042,"1,275,333",0,1.47,33.92%,1.67,25.28%,1.56,83.73%,2.81,66.99%,7.5169,51.24%,16.3,0.6032,5.2,0.449,36.4,0.7619,1275333,"32,552",0.1532,9,0.2668,0.9424,0.0318,0.5498,0.7498,0.5409,,,0,1.5056,0.3537,1.7014,0.269,1.5221,0.8166,2.8946,0.7011,7.6237,0.5218,18,0.6167,8.1,0.4706,33.6,0.7469,1197592,28807,0.1528,10.2,0.2655,0.9475,0.0328,0.5839,0.8032,0.5272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132,0.144,0.267,2.624,0.033,2.624,2.66,18.699,1.10%,0.177
amz,Multnomah,OREGON,MultnomahOREGON,,41051,,1852.56,431.1055765,"798,647",0,1.35,30.67%,0.87,2.96%,1.6,85.67%,3.43,92.71%,7.2466,46.75%,15.1,0.5229,5.6,0.5172,30,0.6921,798647,"36,868",0.0675,8.7,0.2413,0.9869,0.0684,0.8456,0.965,0.5619,,,0,1.6581,0.4015,0.9831,0.0382,1.6097,0.8606,3.4132,0.9086,7.6641,0.5307,18.5,0.6501,9.8,0.6635,28.4,0.6896,757371,31047,0.0923,10,0.2521,0.9847,0.0665,0.809,0.9729,0.5801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,0.084,0.255,3.482,0.042,3.482,0,21.184,2.40%,0.015
amz,Benton,TENNESSEE,BentonTENNESSEE,,47005,,40.86,394.3060389,"16,112",0,3.3,88.44%,2.36,77.24%,0.38,16.33%,2.54,51.00%,8.5837,70.29%,21.4,0.8328,7.8,0.815,7,0.2337,16112,"21,374",0.8389,19.1,0.8166,0.2216,0.8968,0.4056,0.8284,0.185,,,1,3.3715,0.8984,2.5224,0.8472,0.7428,0.3448,2.6266,0.5479,9.2633,0.7867,21.8,0.7997,14.5,0.9398,6.4,0.2528,16345,19168,0.8306,20.9,0.8013,0.1821,0.9274,0.7876,0.5298,0.1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.009,0.334,2.346,0.013,2.346,0,0,0.00%,0
amz,Salt Lake,UTAH,Salt LakeUTAH,,49035,,1510.38,742.0662941,"1,120,805",0,0.89,16.69%,1.48,15.95%,1.55,83.09%,2.49,48.46%,6.4174,32.29%,9.8,0.1742,3.8,0.2188,28.5,0.6769,1120805,"31,648",0.1863,9.6,0.3114,0.9602,0.0716,0.8348,0.4082,0.2184,,,0,1.1968,0.2585,1.503,0.1598,1.5428,0.8281,2.6208,0.5435,6.8634,0.3871,12.9,0.2919,7,0.3454,26.8,0.6711,1063670,26747,0.2515,10.8,0.3079,0.9596,0.063,0.8918,0.4763,0.2302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107,0.112,0.263,2.807,0.022,2.807,0,22.626,1.10%,0.001
amz,San Francisco,CALIFORNIA,San FranciscoCALIFORNIA,,06075,,18565.54,46.8633932,"870,044",0,1.06,22.39%,0.34,0.35%,1.91,97.42%,3.53,94.97%,6.8454,39.11%,10.9,0.2427,4.7,0.3634,59.4,0.9258,870044,"64,157",0.0013,11.5,0.4562,0.9968,0.0067,0.9557,0.9952,0.5769,,,0,1.2162,0.2646,0.3999,0.0054,1.9166,0.9777,3.524,0.9357,7.0567,0.419,13.3,0.3168,7.6,0.4139,58.6,0.9293,829072,49986,0.0032,13.3,0.4823,0.9968,0.0022,0.9548,0.9946,0.5756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.094,0.086,0.149,5.228,0.034,5.228,6.3,19.68,1.90%,0.026
amz,El Paso,COLORADO,El PasoCOLORADO,,08041,,323.56,2126.844422,"688,153",0,1.11,23.79%,1.7,26.46%,1.4,75.39%,2.65,57.82%,6.8606,39.27%,10.9,0.2427,6.2,0.6207,30.5,0.6985,688153,"32,348",0.1624,6.3,0.0834,0.9201,0.1258,0.7249,0.2563,0.625,,,0,1.0653,0.2225,1.7342,0.2872,1.4199,0.7571,2.6737,0.5778,6.893,0.3941,12.5,0.2658,9.3,0.6074,28.9,0.6953,645707,29314,0.1356,6.5,0.0564,0.9312,0.1369,0.6788,0.2974,0.6294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117,0.135,0.304,2.811,0.024,2.811,0,18.75,2.30%,0.109
amz,New Castle,DELAWARE,New CastleDELAWARE,,10003,,1302.17,426.3144662,"555,133",0,1.22,27.04%,1.33,10.60%,1.59,85.04%,2.61,55.62%,6.7581,37.61%,11.4,0.2704,6.3,0.6376,41.9,0.8185,555133,"35,847",0.078,8.5,0.2305,0.9363,0.079,0.2604,0.6702,0.6686,,,0,1.015,0.2089,1.4852,0.1512,1.6103,0.8609,2.8093,0.6536,6.9198,0.3976,11.3,0.1948,8.2,0.482,39.6,0.8093,545846,32616,0.0726,10.2,0.2655,0.9357,0.0844,0.4104,0.6979,0.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.099,0.109,0.254,1.753,0.012,1.753,0.75,17.686,1.20%,0.135
